fid,username,score,wallet,eligible,reason
"498192","ragnarockai","0.25","0x8f50d2652128969c76bf4c06bdb519ef95757308","false","score_below_min"
"1457631","shukran123","0.49","0xdaf5eb72aabe846f0354a8842deabcd9308ea2d4","false","score_below_min"
"3324452","evansdoriskate2","0.28","0x94a29fe344ad4d824cef381bd734a84c44fcc6db","false","score_below_min"
"1939528","rre","0.58","0x5bd77d08c1e2d91eeddaf720aa695d0b0fc52bcd","true","eligible"
"1538500","basety.base.eth","0.34","","false","score_below_min"
"3316847","risktaker9573","0.25","","false","score_below_min"
"2464505","thtravis","0.41","0xcd687526cdb9d32a61ffdac7db15831467b703e0","false","score_below_min"
"3324234","blessingbrittany","0.38","0xe7b2b60ab8b9b9a8595cbb241e6125fe6bcb3aca","false","score_below_min"
"2275558","cfyff","0.09","0xe48fa6c4acc96edd7537104bd615ae7df0e359db","false","score_below_min"
"1598050","earhodl","0.42","0xa18754ab902c3a97de0c6571630f896158aa99a0","false","score_below_min"
"750678","dgam777","0.38","0x24a000804704b9557466382a806b6baa31cf574c","false","score_below_min"
"2871869","n0de","0.74","0x7e6b746c463bde6b5718d8296f0b0b05b5b64f0a","true","eligible"
"903908","spawniz","0.82","0x596a08a5ba8c7fec6105f192d64305f4fc5b08ff","true","eligible"
"497484","victorwin","0.9","0xc87d74bf290933c2a05ae40b8a24b61045b251a3","true","eligible"
"390482","ferysihombing","0.47","0x76a0f5421e9321f146bbb353a22f56a423b76ce8","false","score_below_min"
"1457360","tanveereth.base.eth","0.57","","false","no_verified_eth"
"2679759","deepdi","0.39","0x249a10b6986d0c86af91167cf20a1b38219ec1b3","false","score_below_min"
"2808488","itsgracecharis","0.23","0x25c4b88e1ad7da590aa08f857f2aca313e45eec1","false","score_below_min"
"1505080","emoadhoc-heap","0.43","0xd8c510cabf958ab7888beba3c73526d20bcce49b","false","score_below_min"
"1327752","willwisher","0.65","0x776467efa1c3159995908d4ab0b2767b07828361","true","eligible"
"2688891","xtzcrystal","0.47","0xf405644c1055cadacd1c2d05e857896d7f91beae","false","score_below_min"
"1503698","on-habitat","0.41","0xcbdae8c4e71ac749a3e2ff2ffaab4523ec2bd2ca","false","score_below_min"
"2688656","lerest","0.39","0x954a7be816c15b54822d27c3789ad8a1b1205ae4","false","score_below_min"
"2584334","hillbrenda","0.53","0x6c40811ccffe909e72d7552cd4848776e984c60b","false","score_below_min"
"2686711","ylist","0.38","0x4e4bbd17f522e7321741fd0b14020c39938b0091","false","score_below_min"
"2760129","gjacobs","0.41","0x7f13236d8406381dee43cb7847c6cfd2a391e92f","false","score_below_min"
"1096884","nayembd","0.35","0x067678153960b77d1d6bac969d3ea6aa8b668f4e","false","score_below_min"
"2482929","arnolddean","0.41","0xfb82fe19c15d71e525881977fc0864102c82ff08","false","score_below_min"
"1987440","terraformin","0.41","0xcc21bfd5e4270ba8ae1bd80bd866e6ff71a686b8","false","score_below_min"
"875630","rana510345","0.64","0x903338b026ef8bb2b8c059a0fbc0e5137f7ddbd6","true","eligible"
"1577441","pixel-peg","0.39","0x0d9749405cba250a8c9968166ef4899e7b11efab","false","score_below_min"
"3322406","ja826","0.43","0xac9507b21452e256894e1ba6fb0e0a8a9de8b67c","false","score_below_min"
"2274087","whiteashley","0.4","0xc3f2a4a049e934ba65f12ec0c579019b25eaff51","false","score_below_min"
"288321","rahulkr","0.83","0xc2cd85974c5e256cb0b1dac2d92c7c9e06d4bbc6","true","eligible"
"1935872","imberlybrewer","0.42","0xb6d78fc8387b86c7acb4c12c0f845535c2e40adb","false","score_below_min"
"2652615","tddescapea","0.55","0xd78de1a5e8ee3845af2a462930344d77a53ff6f2","false","score_below_min"
"2686104","ezbrittanytrue","0.39","0xf0d8ea8bccb9bbfe3a50b355f61ea90ced712400","false","score_below_min"
"2741124","marygreendu","0.47","0xfb3cde89b43cb41f8859ffead0cc25b45cc65196","false","score_below_min"
"1480293","stake-trx","0.41","0xed140c8a3cb407a105c537695c87d225c1c838ce","false","score_below_min"
"2635935","rflow","0.39","0x68ed6845bb370ad8afc0c992b1abc21054450a30","false","score_below_min"
"2628325","tevens","0.56","0x2111489626807c51d5325f4b40ec750b7b32ea17","true","eligible"
"2354033","bematlas","0.47","0x50af6860e741fabe6f781b9cfbbb9961b474aea0","false","score_below_min"
"2420295","rmeyer","0.47","0x9963a019fc5dca317eb6f7b6e10abe7f7894aaea","false","score_below_min"
"3321785","girlsgleam","0.2","0x76ef5445ad4bf5eb59aa3977fbcd9aa79f60b5d4","false","score_below_min"
"1477848","tensorindex","0.47","0x1bb643bec72541b5068ca5bc1b3e8d1696b8588c","false","score_below_min"
"2611890","wtaylor","0.41","0xa0179844a80883e8bed2e30ee83981f6ee5c51e9","false","score_below_min"
"1988109","livedsi","0.4","0x7ef257cb45f76ce91f7090e291c615e3a8b09d3d","false","score_below_min"
"831658","coinciramo","0.43","0x77cf27635a867b95d616ca1621bcc34256fd916e","false","score_below_min"
"1531308","dennishardman","0.32","0x29dc0173dbc662414bd86de3d74fddc1140b0fe6","false","score_below_min"
"2505461","dpatton","0.56","0x05f2e9edb478ee4916e86fb091de9a2bc2ac228d","true","eligible"
"1108840","euvouserdoutor","0.97","0xdd53c6e5a487f13a2bff447ba37d1a1daa658289","true","eligible"
"1613896","dianamaldonad","0.48","0x99e7044ad65c417c1276b62322b350f18f278000","false","score_below_min"
"2589692","bnats","0.41","0x8630b2ff0bfb53ec5bb445cad3b30ec609c310b3","false","score_below_min"
"3319803","kristenlove","0.44","0x367c4d0ccf9d89e80f26061489ced06e1a305b76","false","score_below_min"
"1594928","icenebula","0.47","0x538bf2ec38bfcab984614d04fbcc772a6f906a94","false","score_below_min"
"2514757","grpcwebueba","0.39","0xaec188bb38d235b54e8cc2b6b5d86d32fc7f5fcc","false","score_below_min"
"1052563","badman666","0.54","0x34acf08d68d85644bf322b7167151f8422f1bafc","false","score_below_min"
"2646619","nyruiz","0.41","0xae6ebbacaf19905b0ce07d7fcf1e0a6e7bc4baae","false","score_below_min"
"2295229","hcook","0.41","0x9ceaf897726b45d66967b0c3c8251259300c606b","false","score_below_min"
"2864362","!2864362","0.31","","false","score_below_min"
"1439993","dirp8ibf","0.22","0x58283f0b1a91b2a58415f2c5dc3cec676c00a17a","false","score_below_min"
"1112252","darkness-dex","0.58","0x5f09757be6fcf415dab79fb931cd787e620f65ed","true","eligible"
"1871921","habibevan.base.eth","0.32","","false","score_below_min"
"3316992","chessmaster1501","0.31","","false","score_below_min"
"3316934","writerguy5766","0.31","","false","score_below_min"
"1602977","mariaandersen","0.32","0xd8c0182fb49e6dcfd120238001c9800ea4c2daeb","false","score_below_min"
"1459179","yurayoung","0.43","0xc4cba32569c1479174b600d6921a32e9f6fcad3c","false","score_below_min"
"1644758","anuwrabegum8988.base.eth","0.47","","false","score_below_min"
"2253411","neoaikijutsu.base.eth","0.37","","false","score_below_min"
"795320","nextias","0.96","0x2dfb7ffd445e869ce50ef316e45cb3ddf59bc350","true","eligible"
"1540164","jamesonbenjamin.base.eth","0.22","","false","score_below_min"
"794327","agunnaya001","0.52","0x3226346624b30f977983fefb2f645934050ece25","false","score_below_min"
"758401","nodecapital","0.63","0xb372bcf8ae1afaded16be307d143b357499cc675","true","eligible"
"2835491","tanvirjannat.base.eth","0.5","","false","score_below_min"
"3064617","chefcubcookin","0.16","0x86291bc6014973595b9da268dfb75fe9288ace09","false","score_below_min"
"2447494","collectivess","0.41","0x3cb732dd99cea6b2c21de61d10aa983b5f7ce174","false","score_below_min"
"1537553","emmettdennis.base.eth","0.31","","false","score_below_min"
"3312634","marykate1","0.22","0x5603266a537dac17edf6d6f8e0722cc2fd491b5b","false","score_below_min"
"450255","happenings","0.68","0xcbdfeae8494b3ddd17ea1e51abfca22a8b4e1467","true","eligible"
"2134106","raselmahmud22n.base.eth","0.46","","false","score_below_min"
"2335354","anielhlewis","0.55","0xe0a430c82d262a759c6bf1f765f554e9c6ebd70c","false","score_below_min"
"1550872","nibble-nil","0.4","0x8f6e29899133f45c95276d650b1cb2999a5a2c3c","false","score_below_min"
"3313479","anthonyqwarr","0.5","0x0d1fe6a1cbca95db3dc11e667df7b774942ea12a","false","score_below_min"
"1748603","lastcallh.base.eth","0.32","","false","score_below_min"
"2807629","zettax.base.eth","0.24","","false","score_below_min"
"2560826","ketika.base.eth","0.23","","false","score_below_min"
"3216094","coryhueston","0.31","0x4a9304f318d463787c0d3e58d6ac4c061eea11a7","false","score_below_min"
"2684579","samiulll.base.eth","0.25","","false","score_below_min"
"1031895","mhmdkrl","0.38","0xd05fc399e6bc521ed58fd77a2823f359b0803c1d","false","score_below_min"
"2772001","dorinamyftiu.base.eth","0.59","","false","no_verified_eth"
"1848913","qwertykorn2025","0.61","0xe489b10e7ddc50b67b06704f9761556ef9fe26eb","true","eligible"
"3298163","askyeworldwide","0.41","0x4f29f4f0796bb39b74125804287b03ba10d41b00","false","score_below_min"
"1586424","marcelo021.base.eth","0.49","","false","score_below_min"
"1879553","tamimethbase.base.eth","0.52","","false","score_below_min"
"1023444","tszone","0.21","0x823baef431b05020d3d671a11b8555e487f46d96","false","score_below_min"
"1740423","!1740423","0.47","","false","score_below_min"
"2335971","teamgrowing.base.eth","0.54","","false","score_below_min"
"3236898","kaithlancollins","0.33","0xf5316bd132748574c7dbca1eb25f4392ce3d248e","false","score_below_min"
"1004351","fluffyunicorn","0.75","0xda200d30f5ff599bbf8ac43243907cbbf5a03bed","true","eligible"
"2760041","tohura2615.base.eth","0.53","","false","score_below_min"
"1903906","shescory","0.37","0xd1067f76cd4b9ed0f37f3cfb099939dca63537f1","false","score_below_min"
"1449860","satoshihuber468","0.5","0x98cdd128d474d7fbfb0b927e19416842f73a2fb5","false","score_below_min"
"3140532","!3140532","0.37","","false","score_below_min"
"1086175","hossen009","0.21","0x703aff6ca52299628d9ec82ed9d357a9fc826d8e","false","score_below_min"
"1685978","davidhudson.base.eth","0.51","","false","score_below_min"
"3072307","pamela126","0.19","0x67541f02fc22e25593d97b4d9502ba920b9943fb","false","score_below_min"
"1980547","enamulreo.base.eth","0.35","","false","score_below_min"
"1844014","sam007.base.eth","0.64","","false","no_verified_eth"
"1860696","yairpalma33.base.eth","0.81","","false","no_verified_eth"
"1969761","29ugarcia29.base.eth","0.33","","false","score_below_min"
"3193974","smith2325","0.21","0x28551dcf731f19c78daa00488891e311e782e358","false","score_below_min"
"1084951","merin","0.82","0xc49c0a50fbae5fb6a6805052ed3b7f81db702184","true","eligible"
"1974843","kamalabbasov.base.eth","0.47","","false","score_below_min"
"1948813","hacili999.base.eth","0.46","","false","score_below_min"
"3192481","defilegal","0.34","0x45f9a6d88763707db6702ef4e156f685597530b6","false","score_below_min"
"1431176","polkamela.base.eth","0.64","","false","no_verified_eth"
"1788370","imarn.base.eth","0.66","","false","no_verified_eth"
"1728523","recmar.base.eth","0.54","","false","score_below_min"
"2033861","stalone1.base.eth","0.93","","false","no_verified_eth"
"424039","bdarijeh","0.39","0x34f1f63ba7481436a4256b8edad2c02751e43959","false","score_below_min"
"2762212","echo-15.base.eth","0.5","","false","score_below_min"
"2762116","kurapika-13.base.eth","0.53","","false","score_below_min"
"14408","pptulliana.eth","0.77","0x7e21749ab7fc3bc1a77fa5814cdfb651ca9e241c","true","eligible"
"1478307","rahibhai.base.eth","0.46","","false","score_below_min"
"3116917","!3116917","0.39","","false","score_below_min"
"1958914","memmedova.base.eth","0.42","","false","score_below_min"
"2708846","hanma-11.base.eth","0.49","","false","score_below_min"
"1435646","lesatod.base.eth","0.55","","false","score_below_min"
"2708138","light-10.base.eth","0.38","","false","score_below_min"
"2706030","yagami-9.base.eth","0.39","","false","score_below_min"
"1235208","iamgrenade","0.63","0xfcb518e934d91736bda63fb6b4d4cf1d86a87f28","true","eligible"
"3113710","hesenlirustem","0.22","0x19ee964aad0e2eb87c7242fcb4ea676365e07396","false","score_below_min"
"1477681","tamjid.base.eth","0.47","","false","score_below_min"
"3117344","cateforbes","0.57","0x96ae49875e612034377ed78756efe821972d415c","true","eligible"
"1706048","stuartalderoty","0.22","0xf3534edcd8ffa1163c716aadf517f3ee810fe018","false","score_below_min"
"2693755","spiky-8.base.eth","0.28","","false","score_below_min"
"2609359","sinbadnetwork","0.49","0x3290e7d61cb7adba9833615e9800ca53dfbbaab3","false","score_below_min"
"1872801","dev12.base.eth","0.49","","false","score_below_min"
"2693611","captain-7.base.eth","0.33","","false","score_below_min"
"5516","sky","0.97","0xb68a6a83cfca2e7fde2aa5749b85e753f55d58cd","true","eligible"
"2693456","kira-6.base.eth","0.27","","false","score_below_min"
"1636931","ghostsamiul.base.eth","0.4","","false","score_below_min"
"3068459","minstroy","0.46","0x59976ab39f93cdcb7497f43492f6567c7008cea1","false","score_below_min"
"2672682","riper.base.eth","0.34","","false","score_below_min"
"3119264","dobqckup.base.eth","0.55","","false","score_below_min"
"260299","tieubochet.eth","0.9","0x01b37edd07ea71eaf552b6ef1b8dcfbb328e1f39","true","eligible"
"1959307","0x0a03.base.eth","0.83","","false","no_verified_eth"
"2673967","sajeda.base.eth","0.34","","false","score_below_min"
"1912901","bscrypto.base.eth","0.31","","false","score_below_min"
"2786718","fastestpapi.base.eth","0.45","","false","score_below_min"
"1468527","ilham1711ilham","0.37","0xe1ae1deba590439a7f8a0669482e250974f52e90","false","score_below_min"
"1341880","ugozfb","0.9","0x7494b0360769c0bb0824a06f13e43baa05d790a5","true","eligible"
"2762179","sage-14.base.eth","0.53","","false","score_below_min"
"1397735","marko098","0.5","0x758b04ac7720dd694569c405627ac4c32942eff7","false","score_below_min"
"2933189","kevingates0","0.41","0xfc7da18ffc242f5767ddbd3b50cf81c38327d387","false","score_below_min"
"1350446","tatoshi","0.51","0x950bdfa292db7040b07be17b8e5ac609c301b629","false","score_below_min"
"1476021","rabbiislam123.base.eth","0.51","","false","score_below_min"
"2762095","gon-12.base.eth","0.53","","false","score_below_min"
"3097857","realfans","0.12","0x2b6eeeb800cbf36de5e613bd677669fa0ca7f60f","false","score_below_min"
"2835321","nicks-xyz.base.eth","0.49","","false","score_below_min"
"1444290","tadj1957.base.eth","0.64","","false","no_verified_eth"
"355566","duodomusica","1","0x0d3c16f2d152373539610da87d231f4d78f73a35","true","eligible"
"1479515","akul1971.base.eth","0.59","","false","no_verified_eth"
"1469403","crazyhorse","0.6","0xdebf8bdfedada7d9993c073643c7825221c2f9f4","true","eligible"
"1541486","sandra000","0.57","0xd13025cf905624d3af419690521adcee4d50668c","true","eligible"
"8152","beep.eth","0.98","0x5be51f8fe19af2543828a241e7555889a2ac9532","true","eligible"
"2799878","coiinbaseteam.base.eth","0.49","","false","score_below_min"
"3066159","onurxonerx","0.15","0xe58cb94358d5e5404a37c89fc8b7ce2b75922222","false","score_below_min"
"1586295","charlse","0.47","0xbbff537d086a6f3213136223751f883ad8db4a62","false","score_below_min"
"1393603","yogiska","0.21","0x878cb94a894769e52c5077abec2742fae262af5a","false","score_below_min"
"692211","studi08f0rev3r","0.73","0xa9557a3a69e838744acd2100574ebc76fbe6be73","true","eligible"
"1483268","razaulkarim","0.47","0x9836e5422d2467e82c6314857e0baaefc011dae7","false","score_below_min"
"2960856","!2960856","0.49","","false","score_below_min"
"1966238","behruznagiyev.base.eth","0.46","","false","score_below_min"
"1004534","pikolo","0.51","0x247562af8f36edca03ecc9619bc1055748c41bc7","false","score_below_min"
"1192292","cryptogal.base.eth","0.75","","false","no_verified_eth"
"1755457","rasimrahmanov38.base.eth","0.6","","false","no_verified_eth"
"1617304","dailyon","0.44","0xd1f8103931d614b842abc7a852adbb31c1ad7da1","false","score_below_min"
"2776153","nujin.base.eth","0.57","","false","no_verified_eth"
"349718","arvis","0.9","0x16a9f96ffb3c2336a49b75ae5ab032063ce3f5a5","true","eligible"
"1467917","alima.base.eth","0.88","","false","no_verified_eth"
"2992368","!2992368","0.44","","false","score_below_min"
"2849618","!2849618","0.46","","false","score_below_min"
"1267126","mdayat2024","0.14","0xe4fe3398f0f7da27e942aec361618cfc3405fba2","false","score_below_min"
"1975670","hero73baseeth.base.eth","0.74","","false","no_verified_eth"
"2924445","recycle-bin.base.eth","0.24","","false","score_below_min"
"487455","farnley","0.8","0xf6e1d9f27a4d298011bfc4f618d7b0d80b0457cc","true","eligible"
"2390404","shabscarrrie","0.45","0xe6a3e55c7c6c0dd0c5e1c6a853cede986748ebab","false","score_below_min"
"529925","f4z4k.base.eth","0.75","0x836b06491adc4d0befd684d5d047073ee865d513","true","eligible"
"2872544","acion","0.14","0x398acdc97722f3f0415861359e74bdcd10e41130","false","score_below_min"
"230941","willywonka.eth","0.98","0x05a1ff0a32bc24265bcb39499d0c5d9a6cb2011c","true","eligible"
"2481596","jiggyforlife","0.3","0xd0019d1d3fff2cb1574c3955e3b56fc3f2cca946","false","score_below_min"
"1344347","emrahkrks","0.59","0x998ed33163bc00d1c281e0850e094b961e916525","true","eligible"
"1535790","mdali09.base.eth","0.54","","false","score_below_min"
"1642696","mdbabuislamalom.base.eth","0.43","","false","score_below_min"
"874592","frutti","0.96","0x0b756d9f279d5246bed024e651a9259304a98970","true","eligible"
"524709","mianpk.base.eth","0.57","0x7f4a6aae6a08c7dd3134281097b2b7e5811819b7","true","eligible"
"339950","rairoy412","0.89","0x2bc7b2953c872c11bb11c19cb41412bef80d0ed0","true","eligible"
"1792788","mdhasanulislam.base.eth","0.57","","false","no_verified_eth"
"2087272","habib0987","0.43","0xb4eebdf0105e9d94a6bd60dc3acf396baf7b4008","false","score_below_min"
"2195182","aifokas.base.eth","0.29","","false","score_below_min"
"1394680","soozan","0.26","0x329abb96ae93111dd2f5b1c6f7b89f5d0038948a","false","score_below_min"
"251","jc","0.97","0x997b0cced542b6d2a7e0bae5649afd9d0861cb4e","true","eligible"
"1435414","zoomi.base.eth","0.43","","false","score_below_min"
"1437492","mercyme.base.eth","0.58","","false","no_verified_eth"
"1540883","neonstar.base.eth","0.73","","false","no_verified_eth"
"1437399","sohailgouri.base.eth","0.57","","false","no_verified_eth"
"2033337","mr-bullish.base.eth","0.91","","false","no_verified_eth"
"1733","nezzar","0.98","0x26bbec292e5080ecfd36f38ff1619ff35826b113","true","eligible"
"2847347","tinaxrp.base.eth","0.37","","false","score_below_min"
"2124593","beverly444","0.31","0x5fef62cf041a4e5dd2461c6b988fb2e4a6cefce6","false","score_below_min"
"1638345","shuvoo.base.eth","0.63","","false","no_verified_eth"
"1482931","eneentangle","0.4","0xd5967e9a2e8429bb6cdb89528f6b134067d150dd","false","score_below_min"
"1540405","maverickbridget.base.eth","0.3","","false","score_below_min"
"1575497","austinbobby.base.eth","0.27","","false","score_below_min"
"372654","nagarajan","0.59","0x96f588d1a950a3ab0440fbb0cd6126a49027c5ff","true","eligible"
"1362424","grkx","0.57","0x818bbff1815ed8010dcb6b4c720dddc350862506","true","eligible"
"1752220","rintymehezabien.base.eth","0.53","","false","score_below_min"
"2850895","casaislabs","0.75","0xa81f6e861daa0ccda1c2c24eca4a7cbc6c01b9d6","true","eligible"
"1745958","mahadiehasan22m.base.eth","0.45","","false","score_below_min"
"1137142","hanifa2841","0.59","0xdd8bdd7ef4516ebdd2736b5ad093ec05284cfe9a","true","eligible"
"867869","arjunlevi","0.92","0x979bd79e0a2d074d652ca9e03ac99f04cbf84316","true","eligible"
"2824370","alexandrebini.base.eth","0.45","","false","score_below_min"
